,gt_label,gt_rank,gt_score,top1_label,top1_score,score_gap,image_path,difficulty,scale_score,class_name
0,8,1,29.806514739990234,6,29.812889099121094,0.006374359130859375,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/369.jpg,medium,0.1489911872651119,Mountain
1,8,1,31.77972984313965,3,33.02986145019531,1.250131607055664,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/034.jpg,hard,0.36539013953010424,Mountain
2,8,1,31.188663482666016,3,31.192644119262695,0.0039806365966796875,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/436.jpg,medium,0.19968828239467212,Mountain
3,8,3,29.42984962463379,11,30.129125595092773,0.6992759704589844,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/355.jpg,hard,0.048020889867191496,Mountain
4,8,0,29.27553367614746,8,29.27553367614746,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/501.jpg,medium,0.2228674939502075,Mountain
5,8,1,32.14501953125,3,33.8925666809082,1.7475471496582031,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/429.jpg,hard,0.19615007237905233,Mountain
6,8,2,29.82667350769043,3,30.603620529174805,0.776947021484375,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/682.jpg,medium,0.0958293881250844,Mountain
7,8,1,30.65546989440918,13,30.79452133178711,0.1390514373779297,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/544.jpg,medium,0.2532539966317163,Mountain
8,8,1,28.70586395263672,6,31.278940200805664,2.5730762481689453,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/377.jpg,hard,0.19684167888773257,Mountain
9,8,1,31.144418716430664,3,31.980579376220703,0.8361606597900391,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/270.jpg,medium,0.2236774346892654,Mountain
10,8,1,31.210407257080078,4,31.419891357421875,0.20948410034179688,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/189.jpg,medium,0.4613528846722783,Mountain
11,8,1,31.299501419067383,3,31.60018539428711,0.30068397521972656,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/717.jpg,medium,0.32589711760359286,Mountain
12,8,6,29.259374618530273,3,30.350364685058594,1.0909900665283203,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/131.jpg,hard,0.17652621454426487,Mountain
13,8,1,31.280662536621094,3,32.584617614746094,1.303955078125,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/446.jpg,hard,0.15566158630804167,Mountain
14,8,1,28.42265510559082,3,29.46415138244629,1.0414962768554688,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/534.jpg,hard,0.15901721167655258,Mountain
15,8,1,31.070663452148438,0,31.549814224243164,0.47915077209472656,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/577.jpg,medium,0.2415271205980698,Mountain
16,8,6,29.258563995361328,4,33.58638381958008,4.32781982421875,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/766.jpg,hard,0.2378431331577429,Mountain
17,8,1,30.180837631225586,6,31.479843139648438,1.2990055084228516,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/564.jpg,hard,0.1508077094990749,Mountain
18,8,1,31.78894805908203,3,32.17165756225586,0.3827095031738281,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/067.jpg,medium,0.13292327520194136,Mountain
19,8,1,31.35531234741211,4,32.58338928222656,1.2280769348144531,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/361.jpg,hard,0.06514276741577421,Mountain
20,8,1,30.483230590820312,3,31.987503051757812,1.5042724609375,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/443.jpg,hard,0.07785206255411653,Mountain
21,8,1,30.94040298461914,13,31.13233757019043,0.19193458557128906,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/176.jpg,medium,0.12271335389008392,Mountain
22,8,1,31.255491256713867,3,32.00601577758789,0.7505245208740234,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/279.jpg,medium,0.28615381987239574,Mountain
23,8,1,32.21739196777344,3,33.15757751464844,0.940185546875,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/668.jpg,medium,0.3646894847488251,Mountain
24,8,1,33.05772018432617,3,33.71465301513672,0.6569328308105469,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/163.jpg,medium,0.22890244714616048,Mountain
25,8,1,31.453996658325195,6,31.454923629760742,0.000926971435546875,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/006.jpg,medium,0.08493012232094253,Mountain
26,8,1,29.704280853271484,3,32.285850524902344,2.5815696716308594,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/704.jpg,hard,0.23778743350114567,Mountain
27,8,1,30.73053550720215,3,31.70941162109375,0.9788761138916016,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/759.jpg,medium,0.05581154559915613,Mountain
28,8,1,30.727590560913086,4,31.21945571899414,0.4918651580810547,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/589.jpg,medium,0.16288706874030162,Mountain
29,8,1,32.233299255371094,4,32.58302688598633,0.3497276306152344,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/278.jpg,medium,0.47221235493333896,Mountain
30,8,1,32.763614654541016,3,33.1236686706543,0.36005401611328125,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/156.jpg,medium,0.30203304776134265,Mountain
31,8,0,29.99127197265625,8,29.99127197265625,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/380.jpg,medium,0.08264166713251267,Mountain
32,8,1,29.419370651245117,3,31.65903091430664,2.2396602630615234,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/558.jpg,hard,0.12486062097991019,Mountain
33,8,1,30.566720962524414,3,31.569107055664062,1.0023860931396484,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/290.jpg,hard,0.17278375697707138,Mountain
34,8,5,31.479787826538086,13,32.72280502319336,1.2430171966552734,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/124.jpg,hard,0.0837826545109408,Mountain
35,8,1,31.529666900634766,4,31.748910903930664,0.21924400329589844,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/601.jpg,medium,0.038618323708050795,Mountain
36,8,1,31.6468505859375,3,31.720247268676758,0.07339668273925781,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/396.jpg,medium,0.0867657274482842,Mountain
37,8,4,28.839906692504883,6,33.17013931274414,4.330232620239258,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Mountain/480.jpg,hard,0.21669134293254239,Mountain
